name,link,description,price,name_nearby_place,hotel_class,img_origin,location_rating,province
Mu Retreat,https://www.facebook.com/Muvillas,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",1984000,Tho Xuan airport,3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipOTnyzeTHhsTv7keU_-SZ_cygMtkvkROLxvlsTh=s10000, https://lh5.googleusercontent.com/p/AF1QipOZx8johfUc2zvwGPE88j0PIFcyJl8EWAwSZURh=s10000, https://lh5.googleusercontent.com/p/AF1QipM4v_Fbmd99HqNFu7hqbIy9O0u17Oe1p3pRhqic=s10000, https://lh5.googleusercontent.com/p/AF1QipPUqGDq0D7W-Z0sh-PiUnQxTSvAV5prZ4cK1rjA=s10000, https://lh5.googleusercontent.com/p/AF1QipPUohBV7P2RzGzsHBm1V07hQO6KYfzb74oas8RD=s10000, https://lh5.googleusercontent.com/p/AF1QipOViDn2CFTwSdZrE22zVlfw50mWKlsMGxgDs2k-=s10000, https://lh5.googleusercontent.com/p/AF1QipNR4x3i_bs282z6-kxLTfPp6FpGJr9JWUIulIvs=s10000, https://lh5.googleusercontent.com/p/AF1QipPteY9XlSb3_vVOps4Yt386TLSlx-NbBgd6xdEB=s10000, https://lh5.googleusercontent.com/p/AF1QipMpyF-AfX9_Sgz5ny0HRGvVV1EIYyh0VqHHZob_=s10000",3.2,Hòa Bình
"Charming 2-bedroom apartment with AC, WiFi in pleasant Hung Yen",https://www.expedia.com/Hotel.h112902194.Hotel-Information?mdpcid=META.HPA.WEB-ORGANIC.VR,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",822000,"Noi Bai International Airport, Nhà Hàng Minh Tít",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipOTnyzeTHhsTv7keU_-SZ_cygMtkvkROLxvlsTh=s10000, https://lh5.googleusercontent.com/p/AF1QipOZx8johfUc2zvwGPE88j0PIFcyJl8EWAwSZURh=s10000, https://lh5.googleusercontent.com/p/AF1QipM4v_Fbmd99HqNFu7hqbIy9O0u17Oe1p3pRhqic=s10000, https://lh5.googleusercontent.com/p/AF1QipPUqGDq0D7W-Z0sh-PiUnQxTSvAV5prZ4cK1rjA=s10000, https://lh5.googleusercontent.com/p/AF1QipPUohBV7P2RzGzsHBm1V07hQO6KYfzb74oas8RD=s10000, https://lh5.googleusercontent.com/p/AF1QipOViDn2CFTwSdZrE22zVlfw50mWKlsMGxgDs2k-=s10000, https://lh5.googleusercontent.com/p/AF1QipNR4x3i_bs282z6-kxLTfPp6FpGJr9JWUIulIvs=s10000, https://lh5.googleusercontent.com/p/AF1QipPteY9XlSb3_vVOps4Yt386TLSlx-NbBgd6xdEB=s10000, https://lh5.googleusercontent.com/p/AF1QipMpyF-AfX9_Sgz5ny0HRGvVV1EIYyh0VqHHZob_=s10001",3,Hưng Yên
Crown Hotel,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",1932000,"Đền Đậu An, Noi Bai International Airport, Nhà Hàng Minh Tít",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipOTnyzeTHhsTv7keU_-SZ_cygMtkvkROLxvlsTh=s10000, https://lh5.googleusercontent.com/p/AF1QipOZx8johfUc2zvwGPE88j0PIFcyJl8EWAwSZURh=s10000, https://lh5.googleusercontent.com/p/AF1QipM4v_Fbmd99HqNFu7hqbIy9O0u17Oe1p3pRhqic=s10000, https://lh5.googleusercontent.com/p/AF1QipPUqGDq0D7W-Z0sh-PiUnQxTSvAV5prZ4cK1rjA=s10000, https://lh5.googleusercontent.com/p/AF1QipPUohBV7P2RzGzsHBm1V07hQO6KYfzb74oas8RD=s10000, https://lh5.googleusercontent.com/p/AF1QipOViDn2CFTwSdZrE22zVlfw50mWKlsMGxgDs2k-=s10000, https://lh5.googleusercontent.com/p/AF1QipNR4x3i_bs282z6-kxLTfPp6FpGJr9JWUIulIvs=s10000, https://lh5.googleusercontent.com/p/AF1QipPteY9XlSb3_vVOps4Yt386TLSlx-NbBgd6xdEB=s10000, https://lh5.googleusercontent.com/p/AF1QipMpyF-AfX9_Sgz5ny0HRGvVV1EIYyh0VqHHZob_=s10002",2.7,Hưng Yên
Hoa Đông Hotel Hà Nam,http://hoadonghotel.com/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",4313000,"Populations Truc temple - Ngu Dong Thi Son, Ga Phủ Lý, Noi Bai International Airport, Nhà hàng lẩu nướng Nhật Bản YaKi Na",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipPfBSGUiWuD3DiwP5e2brlP-4pRypmJd0Dn2qww=s10000, https://lh5.googleusercontent.com/p/AF1QipMdPB0-pxZJdLq5MaaIrlSIAmdaz5-XVtKrK8Zu=s10000, https://lh5.googleusercontent.com/p/AF1QipODrpGiF5SOtqUaiD0AtIMGZ3X9nkV-sC5EaHlW=s10000, https://lh5.googleusercontent.com/p/AF1QipPDC8Z1H4s6yT0-dMtVTTJtVdZ-tOcmFpEUDyRD=s10000, https://lh5.googleusercontent.com/p/AF1QipOK3enOqEBegk3FB6Sn5i4xwmzi9EJpsUQZLZTh=s10000, https://lh5.googleusercontent.com/p/AF1QipM-57DpZV2UR7BpNlEMgqDqlRxXs9gTyzPOPh9e=s10000, https://lh5.googleusercontent.com/p/AF1QipMRFgtFAJw8vnIGqFRYhzkA4IG_2Vjb4xbPn3f0=s10000, https://images.trvl-media.com/lodging/90000000/89140000/89136400/89136386/c29145c2_z.jpg, https://cdn.worldota.net/t/1024x768/content/83/00/8300a6fcbe1d7b253ab013da8d45eee73807762d.jpeg",3.2,Hưng Yên
Meliá Vinpearl Phu Ly,https://www.melia.com/en/hotels/vietnam/phu-ly/melia-vinpearl-phu-ly?utm_campaign=google&utm_content=6119&utm_medium=organic&utm_source=directories,"Airy rooms & suites, some with city views, in an upmarket hotel with 2 bars, dining, a pool & a spa.",4166000,"Noi Bai International Airport, Nhà Hàng 1% Healthy - Food & Bakery",5-star hotel,"https://lh5.googleusercontent.com/p/AF1QipPTZYMiM6bDEB6D26HrFetiT9ZlA2vwrNIGHiNi=s10000, https://lh5.googleusercontent.com/p/AF1QipOMWdc9n8j4wOckeTxSzBwxBQ9FFSrefYNkhOEZ=s10000, https://lh5.googleusercontent.com/p/AF1QipOxA5wvA3iD9BqTTTDZZ1gHuBwxgSg77XNAy9rL=s10000, https://lh5.googleusercontent.com/p/AF1QipN-mbkaDVKbMENtoQaXyUtub5yY8gPzAZr42o7C=s10000, https://lh5.googleusercontent.com/p/AF1QipMg2jJj_wO-tncr_4t6xsOTT10gfOpZ0knB1qQ6=s10000, https://lh5.googleusercontent.com/p/AF1QipOrFosw4JB9T76EJ2ZiRsTM6Hsj4_QGzF4X4tMj=s10000, https://lh5.googleusercontent.com/p/AF1QipMaZ4SD0TgZQ96Gf5dEcBQKsslDyt00FcsZVqDA=s10000, https://lh5.googleusercontent.com/p/AF1QipNcUPZJdKEBw318VAZAQn-Ncz5EWBUGbNdhYR_-=s10000, https://i.giatamedia.com/m.php?m=AQABAAAAla4KADGw3AYFADAoPOE6Njh1AXN0XTGmHSs",3.5,Hưng Yên
PARIS HOTEL,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",4047000,"Temple of Literature Xich Dang, Noi Bai International Airport, Nhà Hàng Minh Tít",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipPTZYMiM6bDEB6D26HrFetiT9ZlA2vwrNIGHiNi=s10000, https://lh5.googleusercontent.com/p/AF1QipOMWdc9n8j4wOckeTxSzBwxBQ9FFSrefYNkhOEZ=s10000, https://lh5.googleusercontent.com/p/AF1QipOxA5wvA3iD9BqTTTDZZ1gHuBwxgSg77XNAy9rL=s10000, https://lh5.googleusercontent.com/p/AF1QipN-mbkaDVKbMENtoQaXyUtub5yY8gPzAZr42o7C=s10000, https://lh5.googleusercontent.com/p/AF1QipMg2jJj_wO-tncr_4t6xsOTT10gfOpZ0knB1qQ6=s10000, https://lh5.googleusercontent.com/p/AF1QipOrFosw4JB9T76EJ2ZiRsTM6Hsj4_QGzF4X4tMj=s10000, https://lh5.googleusercontent.com/p/AF1QipMaZ4SD0TgZQ96Gf5dEcBQKsslDyt00FcsZVqDA=s10000, https://lh5.googleusercontent.com/p/AF1QipNcUPZJdKEBw318VAZAQn-Ncz5EWBUGbNdhYR_-=s10000, https://i.giatamedia.com/m.php?m=AQABAAAAla4KADGw3AYFADAoPOE6Njh1AXN0XTGmHSs",2.7,Hưng Yên
Pho Hien Hotel,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",4995000,"Mau Temple, Noi Bai International Airport, TIỆM XÔI, BÁNH MÌ PHỐ",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipPJfAh0Y5vKBa0fLMHmYgTKqBB2AenKq8TEfUZv=s10000, https://lh5.googleusercontent.com/p/AF1QipM2r6lKK07zLKYojptWe81Z34YGNFIHfA2mPMCa=s10000, https://lh5.googleusercontent.com/p/AF1QipN40gI1w59wQ0EONS69pjuY7aVvISIoRL4P55y9=s10000, https://lh5.googleusercontent.com/p/AF1QipN51aKdBbNZU0RxROQdYOO7K4B89r99IVdFU2aW=s10000, https://lh5.googleusercontent.com/p/AF1QipNY-Geui-RoWZthqtQyIAX6C5QdchcXO0a8afZp=s10000, https://lh5.googleusercontent.com/p/AF1QipPPZ03ztOeqAPrRyde8cs_GCR-SFBtd9dsHqqbz=s10000, https://lh5.googleusercontent.com/p/AF1QipNCl6j6IYJA5qAlb1zGoagBnWK_oynYB9wXQLkh=s10000, https://lh5.googleusercontent.com/p/AF1QipNNwbtaOnPj5VcQ0ISvzc-fScMxazfVR7VgVw1L=s10000, https://lh5.googleusercontent.com/p/AF1QipNJND9IVXVjI18EJtrulrknZIFV9-m8wxC-gQcK=s10000",3,Hưng Yên
Hotel Thái Bình,http://khachsanhungyen.com/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",4782000,"Temple of Literature Xich Dang, Noi Bai International Airport, Nhà Hàng Vườn Trúc",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipPJfAh0Y5vKBa0fLMHmYgTKqBB2AenKq8TEfUZv=s10000, https://lh5.googleusercontent.com/p/AF1QipM2r6lKK07zLKYojptWe81Z34YGNFIHfA2mPMCa=s10000, https://lh5.googleusercontent.com/p/AF1QipN40gI1w59wQ0EONS69pjuY7aVvISIoRL4P55y9=s10000, https://lh5.googleusercontent.com/p/AF1QipN51aKdBbNZU0RxROQdYOO7K4B89r99IVdFU2aW=s10000, https://lh5.googleusercontent.com/p/AF1QipNY-Geui-RoWZthqtQyIAX6C5QdchcXO0a8afZp=s10000, https://lh5.googleusercontent.com/p/AF1QipPPZ03ztOeqAPrRyde8cs_GCR-SFBtd9dsHqqbz=s10000, https://lh5.googleusercontent.com/p/AF1QipNCl6j6IYJA5qAlb1zGoagBnWK_oynYB9wXQLkh=s10000, https://lh5.googleusercontent.com/p/AF1QipNNwbtaOnPj5VcQ0ISvzc-fScMxazfVR7VgVw1L=s10000, https://lh5.googleusercontent.com/p/AF1QipNJND9IVXVjI18EJtrulrknZIFV9-m8wxC-gQcK=s10001",3.1,Hưng Yên
LS Hotel,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",852000,"Noi Bai International Airport, Quán chim Quang Trường",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipPJfAh0Y5vKBa0fLMHmYgTKqBB2AenKq8TEfUZv=s10000, https://lh5.googleusercontent.com/p/AF1QipM2r6lKK07zLKYojptWe81Z34YGNFIHfA2mPMCa=s10000, https://lh5.googleusercontent.com/p/AF1QipN40gI1w59wQ0EONS69pjuY7aVvISIoRL4P55y9=s10000, https://lh5.googleusercontent.com/p/AF1QipN51aKdBbNZU0RxROQdYOO7K4B89r99IVdFU2aW=s10000, https://lh5.googleusercontent.com/p/AF1QipNY-Geui-RoWZthqtQyIAX6C5QdchcXO0a8afZp=s10000, https://lh5.googleusercontent.com/p/AF1QipPPZ03ztOeqAPrRyde8cs_GCR-SFBtd9dsHqqbz=s10000, https://lh5.googleusercontent.com/p/AF1QipNCl6j6IYJA5qAlb1zGoagBnWK_oynYB9wXQLkh=s10000, https://lh5.googleusercontent.com/p/AF1QipNNwbtaOnPj5VcQ0ISvzc-fScMxazfVR7VgVw1L=s10000, https://lh5.googleusercontent.com/p/AF1QipNJND9IVXVjI18EJtrulrknZIFV9-m8wxC-gQcK=s10002",3.2,Hưng Yên
Nhà Nghỉ Liên Hiệp,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",3209000,"Temple of Literature Xich Dang, Noi Bai International Airport, NHÀ HÀNG GÀ NHƯ Ý",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipPJfAh0Y5vKBa0fLMHmYgTKqBB2AenKq8TEfUZv=s10000, https://lh5.googleusercontent.com/p/AF1QipM2r6lKK07zLKYojptWe81Z34YGNFIHfA2mPMCa=s10000, https://lh5.googleusercontent.com/p/AF1QipN40gI1w59wQ0EONS69pjuY7aVvISIoRL4P55y9=s10000, https://lh5.googleusercontent.com/p/AF1QipN51aKdBbNZU0RxROQdYOO7K4B89r99IVdFU2aW=s10000, https://lh5.googleusercontent.com/p/AF1QipNY-Geui-RoWZthqtQyIAX6C5QdchcXO0a8afZp=s10000, https://lh5.googleusercontent.com/p/AF1QipPPZ03ztOeqAPrRyde8cs_GCR-SFBtd9dsHqqbz=s10000, https://lh5.googleusercontent.com/p/AF1QipNCl6j6IYJA5qAlb1zGoagBnWK_oynYB9wXQLkh=s10000, https://lh5.googleusercontent.com/p/AF1QipNNwbtaOnPj5VcQ0ISvzc-fScMxazfVR7VgVw1L=s10000, https://lh5.googleusercontent.com/p/AF1QipNJND9IVXVjI18EJtrulrknZIFV9-m8wxC-gQcK=s10003",3.5,Hưng Yên
Nhà Nghỉ Hưng Hà,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",3466000,"Đền Buộm, Noi Bai International Airport, Nhà Hàng Đức Thắng",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipNzq95CHJ8Ilt-8vmd1gcCe855C0BmJfspdlq20=s10000, https://lh5.googleusercontent.com/p/AF1QipPG1v9bGBCMBscm911tN2a9pLNhpg0MpwmWszmr=s10000, https://lh5.googleusercontent.com/p/AF1QipM1ptgthDq0Xqgn1THPnXYwQl2S9Bav-lVThGIR=s10000, https://lh5.googleusercontent.com/p/AF1QipMcZNHkaWtBC77LoERXjjNGSg0m_ip8OnFTdiup=s10000, https://lh5.googleusercontent.com/p/AF1QipPukWoNT7GyiXTVZaIN05jMRpOQ0_IA-vW7frKf=s10000, https://lh5.googleusercontent.com/p/AF1QipPL4O38WvJLMSNPd_zk5jrgxhaxAV_6ZdZ-jLYn=s10000, https://lh5.googleusercontent.com/p/AF1QipN81-EgwvUm8e8rF1DWbIMmfD7VcFOkG2CCLEgm=s10000, https://lh5.googleusercontent.com/p/AF1QipMPqCOZksAERVSCy34_U37YmlEz2N8vzHOtN-CF=s10000, https://lh5.googleusercontent.com/p/AF1QipMbxPGNpm7SHnb8R2LE3dm1i95kRhh0gtimyUU=s10000",2.7,Hưng Yên
Nhà nghỉ thái hiệp,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",2215000,"Chuong Temple, Noi Bai International Airport, Lẩu Cá Diếc & Bia Hơi Dũng Chày ( King Cá Diếc )",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipPau52FUXc8zqFdUT8HkRy03jugUgCFTilnZPXR=s10000, https://lh5.googleusercontent.com/p/AF1QipMO1cV2j9siesJ-o3I6RwqJ8tAdBvKpSvayRMl_=s10000, https://lh5.googleusercontent.com/p/AF1QipPQGDQKXHR9L9TKzO0ljEOREbcK4NiEJz5IW0Lv=s10000, https://lh5.googleusercontent.com/p/AF1QipNjull0Nmr76AY2-FDy5JIcl4KD03fnCOKytZNe=s10000, https://lh5.googleusercontent.com/p/AF1QipOI_xcldZl7dyBKA9Zo5mU841ZxJfN8wZfpR8Cq=s10000, https://lh5.googleusercontent.com/p/AF1QipPedgUTbF_JJl6ePMCRFU0AKoQkiuUgkn57fYw5=s10000, https://lh5.googleusercontent.com/p/AF1QipPe3Mx1akxrkMczuG1WDyJDGOuLzqxHUhEqVmZA=s10000, https://lh5.googleusercontent.com/p/AF1QipOikDNRDo_BBXYtJNtLLrn6iz8JIHtyJxP3XcZo=s10000, https://lh5.googleusercontent.com/p/AF1QipOA8VaFWE4RuE_4e7Ce66SCLgy1CKq6Ni6SMcyY=s10000",2.9,Hưng Yên
Hoàng Gia Hotel Royal Hà Nam,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",1175000,"Noi Bai International Airport, Nhà Hàng Ánh Dương",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipNDmmP7q_Y7XU6zHtODZ2LIYM0mctAsX-YJn3ba=s10000, https://lh5.googleusercontent.com/p/AF1QipNc8mJIyv6DMGpim7utR36wj9Yy6OcXNiyB-qcz=s10000, https://lh5.googleusercontent.com/p/AF1QipPfsy-4k2a71pxmq7BL0fhp4qIs61r_3nYXzyZ2=s10000, https://lh5.googleusercontent.com/p/AF1QipObfFsAhem6vegPG9gkliwToNeLMFXYxf4c_nzA=s10000, https://images.trvl-media.com/lodging/103000000/102500000/102490700/102490638/ec38daaf_z.jpg, https://lh5.googleusercontent.com/p/AF1QipMf0ZcFJNU32Q_gbRigcT7K8TdNf2T6neNA4o_t=s10000, https://lh5.googleusercontent.com/p/AF1QipMVV0rPXXYq52sOcTpf8nxeJCff63Ri0a4_4uzo=s10000, https://lh5.googleusercontent.com/p/AF1QipPcRpdv0p3OW99Wjc-ToKKUXQyWJXr6xy3j8zKq=s10000, https://lh5.googleusercontent.com/p/AF1QipMuvU1R-n7LiLbsmOAPDZC7N_h23HzIV77mjk7d=s10000",2.8,Hưng Yên
Nhà nghỉ Nhật Minh,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",2713000,"Noi Bai International Airport, Cửa hàng bán thịt Cá Sấu Kim Oanh",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipO4ZKJ-e7RB1sBuq26wuSBXnB133tTPJnodqjHd=s10000, https://lh5.googleusercontent.com/p/AF1QipNx-hiYGD3sMW_NAOp8s4YBafQ2ZsNtXSfkOC1e=s10000, https://lh5.googleusercontent.com/p/AF1QipPb_XgiCQ9jRLnYiNBWiqsjlmK3MTGprwo47o2f=s10000, https://lh5.googleusercontent.com/p/AF1QipPTlRaw5XazS_kJLerUsZkXcrC2LRXwIcVohYbU=s10000, https://lh5.googleusercontent.com/p/AF1QipMdSYirpVz-82yjKnLhU-RO-dmQ6I61-Pueiai3=s10000, https://lh5.googleusercontent.com/p/AF1QipPHs_Upps1FaZv96Zyxlbb_LnIDeBBen5BpaZwo=s10000, https://lh5.googleusercontent.com/p/AF1QipPZtglRbtLXlH2pOR5EuDWAefXsWRbtxhgDYPks=s10000, https://lh5.googleusercontent.com/p/AF1QipNr6IXoZdgln_6VeA_kHkVO8R8iF1pz3c7rcXp0=s10000, https://lh5.googleusercontent.com/p/AF1QipOWQesz76Qon-aD4gWImKT6rPk214BgUKfmm2Uw=s10000",2.9,Hưng Yên
Luxury Hotel,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",2056000,"Đền Đậu An, Noi Bai International Airport, Yummy Quán",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipO_O3YVaaR1ZPiLx9sTXjjexZXNqEZ1KDhX0TAN=s10000, https://lh5.googleusercontent.com/p/AF1QipO6bUFIaSpCEnN1A9tOSg5k9mOC7JvyaQSPqnK5=s10000, https://lh5.googleusercontent.com/p/AF1QipPiVCtUI2xvpf63Z1wT0DAEfyhDJDcxNc5g5n3S=s10000, https://lh5.googleusercontent.com/p/AF1QipMcoo6m9BNUSs08qACc6qDiqtceQM7LgKLw27xH=s10000, https://lh5.googleusercontent.com/p/AF1QipM-m9QGafUzIWzTwRfeKK8e43eIpCr5_QvHPZiK=s10000, https://lh5.googleusercontent.com/p/AF1QipMIQ9TKsMIWNYv2WUYO7dP-vq0z58D4gI0q38Ik=s10000, https://lh5.googleusercontent.com/p/AF1QipPDas_j9RgtSTPtZdX5XiJB7y7kpwUMf8PTNS_H=s10000, https://lh5.googleusercontent.com/p/AF1QipONRZXJSUJX9n7yj6ZNuBur45TGwmMQHWoxImWO=s10000, https://lh5.googleusercontent.com/p/AF1QipNKUCEvjUjnGklozhn_Y2cVRj7t1-ZSh_5-7Zre=s10000",2.6,Hưng Yên
Khách sạn Mường Thanh Luxury Hà Nam,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms & suites in a polished hotel featuring 2 restaurants, plus a spa & an outdoor pool.",2387000,"Ga Phủ Lý, Noi Bai International Airport, World Hà Nam Restaurant",4-star hotel,"https://lh5.googleusercontent.com/p/AF1QipN-fThKIQXO5691ojz--VynZTEjcKmcdH6AOJUj=s10000, https://lh5.googleusercontent.com/p/AF1QipPnlXEwvfE4kgPClbF9YPWxWZftG_hCY5X0mbWg=s10000, https://lh5.googleusercontent.com/p/AF1QipMsA2fwWcK5Xf_6eXjFAz5R9Z7Sc09C0YEG0Kwv=s10000, https://images.trvl-media.com/lodging/20000000/19270000/19266500/19266495/fc8f96d4_z.jpg, https://lh5.googleusercontent.com/p/AF1QipPF1ymh_HJDMv6QoQp5OWROqMavCiznQ7PRA6Xu=s10000, https://lh5.googleusercontent.com/p/AF1QipM4x9q5eZFjbg86-sbHi4b_nPBwwCGYR9dNKR5t=s10000, https://lh5.googleusercontent.com/p/AF1QipM62mUUZpas_Onc8q5LozuYzt-BjGMY0Xmpeps0=s10000, https://lh5.googleusercontent.com/p/AF1QipNeoeuDps4RllxCST706Dbe0rn8KqQDt2BPaDvo=s10000, https://lh5.googleusercontent.com/p/AF1QipM8Iu4rtj0ECWitS_0C52fm5u4cXBguUHzk31X6=s10000",3.6,Hưng Yên
Riverside Hotel Hà Nam,http://riversidehotelhanam.com/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",3718000,"Chùa Bầu, Ga Phủ Lý, Noi Bai International Airport, Nhà hàng nổi Hồng Phú",4-star hotel,"https://images.trvl-media.com/lodging/96000000/95880000/95871200/95871165/22f54d7c_z.jpg, https://lh5.googleusercontent.com/p/AF1QipPVmIDZ6fmvwFbB33RB3pkaGtI_FLfuaYaEAAGS=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/b9/ef/bd/caption.jpg?w=1900&h=1400&s=1, https://lh5.googleusercontent.com/p/AF1QipNDQjS9qq1wSIYSBgw0dcQdpLmAWkTt7hzMlWfA=s10000, https://images.trvl-media.com/lodging/96000000/95880000/95871200/95871165/1dbceca5_z.jpg, https://images.trvl-media.com/lodging/96000000/95880000/95871200/95871165/w8985h11958x0y13-2faf1dc7_z.jpg, https://cdn.worldota.net/t/1024x768/content/41/b3/41b3c78cbe3cd9573f7c8ac7624fd9e7f2f0fb5f.JPEG, https://lh5.googleusercontent.com/p/AF1QipOyYkZTUco7tmHjkm-FbWQtPRLCdmIUC7HXq3f8=s10000, https://images.trvl-media.com/lodging/96000000/95880000/95871200/95871165/9afa3074_z.jpg",3.6,Hưng Yên
Thỏ Homestay căn hộ studio,https://www.bluepillow.com/search?p_id=5b9168527c00cb1284804c98&dest=ago&cat=Vacation rental (other)&accomodationids=65e22fba93553be8f55764cb,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",865000,"Noi Bai International Airport, Hằng Kim Chi - Lẩu Nướng Bulgogi",3-star hotel,"https://pix8.agoda.net/hotelImages/49650002/0/8e96aca7967948672aef8297bc4a6543.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/49650002/0/527fa48d4d9a0c95179ad0f2324c0d29.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/49650002/0/9e8bcd14e88eeaeebdd756b66eb5694e.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/49650002/0/d4a3b4927ab76eb6eeda1790a04c7e0a.jpg?ce=0&s=1024x",3,Hưng Yên
Nhà nghỉ Hoàng Giang,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",3791000,"Noi Bai International Airport, Nhà Hàng Ngọc Hân",3-star hotel,"https://pix8.agoda.net/hotelImages/49650002/0/8e96aca7967948672aef8297bc4a6543.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/49650002/0/527fa48d4d9a0c95179ad0f2324c0d29.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/49650002/0/9e8bcd14e88eeaeebdd756b66eb5694e.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/49650002/0/d4a3b4927ab76eb6eeda1790a04c7e0a.jpg?ce=0&s=1024x",2.8,Hưng Yên
Thanh Dat Hotel Dong Van,https://thanhdathoteldongvan.com/,"Polished hotel featuring a colorful Chinese restaurant & a coffee shop, plus a fitness room.",856000,"Noi Bai International Airport, Nhà Hàng 286",3-star hotel,"https://pix8.agoda.net/hotelImages/49650002/0/8e96aca7967948672aef8297bc4a6543.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/49650002/0/527fa48d4d9a0c95179ad0f2324c0d29.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/49650002/0/9e8bcd14e88eeaeebdd756b66eb5694e.jpg?ce=0&s=1024x, https://pix8.agoda.net/hotelImages/49650002/0/d4a3b4927ab76eb6eeda1790a04c7e0a.jpg?ce=0&s=1024x",3.3,Hưng Yên
