province,title,rating,description,address,img,types
Cần Thơ,Công Viên Tao Đàn,4.2,,"3 Phan Đình Phùng, Tân An, Ninh Kiều, Cần Thơ, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNTclDiwxezpLxelP81sLH5jzykWcWQcTnMz-U3=w163-h92-k-no,"['Điểm thu hút khách du lịch', 'Công viên']"
Cần Thơ,Khu di tích Vườn Mận,4.2,,"2P9M+3HF, Đ. Tạ Thị Phi, An Bình, Bình Thủy, Cần Thơ, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOeAE0-bVkTVKU2YYFX_KBNNdTAccRMvUvm_GQf=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Bảo tàng lịch sử địa phương']"
Cần Thơ,Nhà cổ Bình Thủy,4.1,,"144 Đ. Bùi Hữu Nghĩa, Bình Thuỷ, Bình Thủy, Cần Thơ, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipP6wXq_eq2ttUlO1AB-zuPpA6FdBlUVbL6yTb73=w122-h92-k-no,['Điểm thu hút khách du lịch']
Cần Thơ,Chùa Ông,4.6,"Đền Trung Hoa uy nghi, lộng lẫy. Đạo quán Trung Hoa có lối bài trí tinh xảo được xây dựng vào thế kỷ 19.","32 Đường Hai Bà Trưng, Tân An, Ninh Kiều, Cần Thơ, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNhB9CFJOhBouXzs0SxiKyL9NqNW1JjFJSIINGB=w163-h92-k-no,"['Điểm thu hút khách du lịch', 'Đền thờ đạo Lão', 'Nơi thờ cúng']"
Cần Thơ,Phố đi bộ Ninh Kiều,4.4,,"2QMQ+RFX, Đường Hai Bà Trưng, Tân An, Ninh Kiều, Cần Thơ, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOjv7DnXbZObquFBssTd41zv-ETvxifABEI-o09=w138-h92-k-no,['Khu vực đi bộ']
Cần Thơ,Cầu đi bộ bến Ninh Kiều - Cần Thơ,4.6,,"2QPR+RGJ, Cầu đi bộ Ninh Kiều, Tân An, Ninh Kiều, Cần Thơ, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMe9PX16k_H9oBc8Ncv_UBONcY5LIBrWZ7aunHg=w138-h92-k-no,['Khu vực đi bộ']
Cần Thơ,Bến Ninh Kiều,4.4,"Công viên ven sông có chợ và lối đi bộ. Công viên nhộn nhịp ven sông có lối đi bộ cùng các vườn hoa, chợ nổi và những quầy thức ăn đường phố.","106 Đường Hai Bà Trưng, Tân An, Ninh Kiều, Cần Thơ, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNwnYzDMD24j0AXToUZVcscc7KkxaqQBLaIrIDx=w123-h92-k-no,['Bến du thuyền']
Cần Thơ,Công viên Zen Garden,4.3,,"3P9P+HP9, Đ. Lạc Long Quân, Bình Thuỷ, Bình Thủy, Cần Thơ, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipM4sFeKvIuU7sk-NmyxgJewjs6fB112kXhBvKVl=w122-h92-k-no,['Công viên']
Cần Thơ,Khu Du Lịch Sinh Thái Mỹ Khánh,3.9,"Khu nghỉ dưỡng xanh mát có vườn & các hoạt động. Công viên cảnh quan có các khu vườn đầy màu sắc, thác nước nhân tạo, nhà hàng, các trò chơi & cuộc đua chó và lợn.","335 Ấp Mỹ Nhơn, Mỹ Khánh, Phong Điền, Cần Thơ 94807, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNubXDP_Qib2GbWQ9TSOMom7I3JaAWxWlSvCgM7=w122-h92-k-no,['Điểm thu hút khách du lịch']
Đắk Lắk,Nhà Đày Buôn Ma Thuột,4.4,Nhà giam cũ thời thuộc địa có các khu trưng bày. Nhà giam từ thập niên 1930 có những khu trưng bày và bối cảnh tái hiện sự tàn bạo thời thuộc địa.,"18 Đường Tán Thuật, Tự An, Buôn Ma Thuột, Đắk Lắk, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB-ET-vruFxq1J-b4oMirub_htW10lllz0E5QQkrCi8rewBWAphunCux7TxvkuUiozqaajFIsxYCuDBGLyGPLhi3xye7FVf1TKKWHYimI00AH5iBYYroKA9lKT5xRn6SsZL6JPI=w138-h92-k-no,"['Điểm thu hút khách du lịch', 'Địa điểm lịch sử']"
Đắk Lắk,Cột cờ Quảng trường 10-3,4.5,,"M3P2+8F9, Thắng Lợi, Buôn Ma Thuột, Đắk Lắk, Việt Nam",https://lh3.googleusercontent.com/gps-cs-s/AB5caB9QO8U7zBattHklahXUEvQ9qiHaB0ms19DD3xYDZB45zfqeUQ6mm-PdYKpk661UlavDhSBBNNCqtDRcij72g95ZMZe8BsxrUsx6hgKdfrpQcdRW4y_0UVHcU5vSIxWTk5-daBKI=w124-h92-k-no,"['Điểm thu hút khách du lịch', 'Công viên']"
Đắk Nông,Hoa Đất Garden - Thác,4.4,,"2J6V+CGP, Đăk R'Moan, Gia Nghĩa, Đắk Nông, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipN3yAhdmq8Q4TjBglpwKPHDWVxnP3JHbG3ST38n=w122-h92-k-no,['Công viên']
Đắk Nông,Tượng đài Nơ Trang Lơng,4.6,,"2M6W+9V9, Nơ Trang Lơng, Phường Nghĩa Đức, Gia Nghĩa, Đắk Nông, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipObMW0Lmj3ZudR6DobfW7ssb5rPzjNBiWhY7GE1=w138-h92-k-no,"['Đài tưởng niệm', 'Điểm mốc lịch sử', 'Tác phẩm điêu khắc']"
Đắk Nông,Đồi chè Gia Nghĩa,3.8,,"XM96+MQ8, Phường Nghĩa Tân, Gia Nghĩa, Đắk Nông, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOJOLk3Pt-2bnsBmk-Cfle0rvCMpQBo8jKxPFo0=w163-h92-k-no,"['Điểm thu hút khách du lịch', 'Dịch vụ nông nghiệp']"
Điện Biên,Tượng đài Chiến Thắng Điện Biên Phủ,4.5,,"92R9+VH2, Mường Thanh, Điện Biên Phủ, Điện Biên, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOscfc5l2xt_8QCoZW27S3t9Au33B70ql-Usi7M=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Bảo tàng', 'Đài tưởng niệm chiến tranh']"
Điện Biên,Cánh đồng Mường Thanh,4.6,,"9289+G96, Unnamed Road, Thanh Xương, Điện Biên Phủ, Điện Biên, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMNxNuskUcHP4JFwzsQWYmfoTnCkFKJyXIlA_BZ=w137-h92-k-no,"['Điểm thu hút khách du lịch', 'Điểm mốc lịch sử']"
Đồng Nai,Cảnh Đẹp,,,"69 Đ. Trường Lưu, Long Trường, Thủ Đức, Hồ Chí Minh, Việt Nam",,
Đồng Nai,Đồng Nai,,,Việt Nam,https://lh5.googleusercontent.com/p/AF1QipO4XNtxfPBLxRmtAugQExcPVpthTAzLQBDZcirw=w122-h92-k-no,
Đồng Tháp,Đồng Tháp,,,Việt Nam,https://lh3.googleusercontent.com/gps-cs-s/AB5caB9qTFeXIr5QC28PyWV91rgLFAHk3aGisvxEGZjNWvx3uldQWpDD2yv7iYYtPAhGh9_hm0AARj-ePTbsnPcjJCZBAzeGbs23rJhCQcmXAoHuFZ5apdRYtbTlyK_yrkybGknNEYH_=w360-h170-k-no,
Gia Lai,Núi Đá,4.3,,"XX9H+F4R, Ia Dêr, Ia Grai, Gia Lai, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOeS4kFm-nU5kvViJkCxiUebsXma69IRiCYmToU=w122-h92-k-no,['Điểm thu hút khách du lịch']
Gia Lai,Chùa Minh Thành,4.6,"Ngôi chùa tinh tế có khu vườn và hồ nước. Ngôi chùa trang nhã có hồ nước, khu vườn trồng nhiều cây xanh, mái trang trí hình rồng và những bậc thang hoành tráng.","348 Nguyễn Viết Xuân, P. Hội Phú, Pleiku, Gia Lai 600000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMteTrRJO086OqELrGJFmsbbtkLMnJI85h3yIyg=w80-h106-k-no,"['Điểm thu hút khách du lịch', 'Chùa phật giáo']"
Gia Lai,Công ty dịch vụ du lịch Xuân Thủy,3.6,,"Hẻm 479 Lý Thái Tổ, P. Thống Nhất, Pleiku, Gia Lai 60000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOqVqIust-RE0d3ScNkfp27uRjtuLKYemA5XOL5=w122-h92-k-no,['Điểm thu hút khách du lịch']
Gia Lai,Khu Du Lịch Hồ Diên Hồng,4.1,,"P. Diên Hồng, Pleiku, Gia Lai, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNj37mZqHUF9MeVZk_YVe-Q8ZKmSGw0KZXGeZFj=w122-h92-k-no,['Công viên giải trí']
Gia Lai,Công viên Đồng Xanh,3.8,,"X3MM+47P, An Phú, Pleiku, Gia Lai, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOr3imf5D9yYlTHXWCiN0M0YtdkhtQZ8DAZJ-QP=w152-h92-k-no,"['Điểm thu hút khách du lịch', 'Công viên giải trí', 'Công viên giải trí']"
Gia Lai,Thiền Đường Giác Sơn,4.8,,"W2RH+VVQ, Chi Lăng, Pleiku, Gia Lai 600000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipM011LVtOiWncRBZvUlHm9NkoQE8lpX8htigKm_=w163-h92-k-no,['Chùa']
Gia Lai,Hi Kid - Khu vui chơi trải nghiệm tại Pleiku,4.7,,"Làng Nhao, Pleiku, Gia Lai 61000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPGe_4dQ84F8RvK1iYINWPmFSNgRqnwzcfSJwLT=w80-h106-k-no,['Trang trại cho trẻ em']
Gia Lai,Upes garden and homestay,4.5,,"Biển Hồ, Pleiku, Gia Lai 600000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipM4w5py1J2dqNo21NIVwn_cMNZAVpnWnDke9KFv=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Vườn']"
Gia Lai,Biển Hồ Pleiku,4.5,,"Unnamed Road, Biển Hồ, Gia Lai 600000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipN7Gt3uZCdYE9VoSWDG_13VIU0fRo0PFkNP9Occ=w138-h92-k-no,['Điểm thu hút khách du lịch']
Gia Lai,Khu Vui Chơi Dreamland,2.5,,"153 Cao Bá Quát, P. Yên Đỗ, Pleiku, Gia Lai 600000, Việt Nam",,['Khách sạn']
Gia Lai,Ngon Avatar Luxury Boutique Hotel Pleiku,4.6,,"110 Lê Lợi, P. Hoa Lư, Pleiku, Gia Lai 61000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNJm5zc-zHF4DhvC8kqPqwxcSOLOWLjzpE7DY0y=w144-h92-k-no,['Khách sạn nghỉ dưỡng']
Gia Lai,ALPACA farm,3.7,,"169 Nguyễn Kiệm, P. Yên Thế, Pleiku, Gia Lai 00000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipO18t6LFufCnGARbw8_Jlq4QhlYL846ckz5FgLK=w122-h92-k-no,
Gia Lai,Đường hàng thông cổ thụ,4.5,,"3265+HVH, Unnamed Road, Chư Păh, Gia Lai, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMrRzIAX2aDBxnWBYFlRsA9kkK9GB04tfHd8ZEW=w122-h92-k-no,['Điểm thu hút khách du lịch']
Gia Lai,Vườn hoa Biển Hồ,4.3,,"Làng Ia Nueng, Pleiku, Gia Lai 600000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPz_ol4UCkC_4PCNOQsd0_AYB0JadCaM9-4Teqx=w122-h92-k-no,['Điểm thu hút khách du lịch']
Gia Lai,Biển Hồ Chè,4.5,,"Hai hàng thông, Nghĩa Hưng, Chư Păh, Gia Lai 60000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMRYii7rUQEvbwEreFWmQ8x1Wqb9CW2On-4agvm=w138-h92-k-no,['Điểm thu hút khách du lịch']
Gia Lai,Chill Lưng Chừng,4.4,,"59A Tô Vĩnh Diện, P. Hoa Lư, Pleiku, Gia Lai 600000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOQYqCIJFeMLMy4MoOV0Onm5nCXPpptYpUe1Qn0=w122-h92-k-no,"['Nhà hàng', 'Khu ăn uống']"
Gia Lai,"CLB Nhà Thiếu Nhi Vovinam Pleiku, Gia Lai",4.2,,"60 Hai Bà Trưng, P.Tây Sơn, Pleiku, Gia Lai 600000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNF1lrEF5BVR4YLNQbFQMQ8g7cb36HnxreTffSm=w163-h92-k-no,"['Câu lạc bộ võ thuật', 'Phòng tập thể dục đấm bốc', 'Phòng tập thể dục', 'Trường dạy võ thuật']"
Gia Lai,"LaCasa - Căn hộ dịch vụ & Homestay Pleiku, Gia Lai",5,,"kế bên sân vận động Pleiku, 18 Quang Trung, Pleiku, Gia Lai 600000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipM_SwKcsZNOSK5HDzTfyv6eUW8_cj_IPg4aGqBo=w138-h92-k-no,"['Khách sạn nghỉ dưỡng', 'Khách sạn lưu trú dài hạn', 'Căn hộ nghỉ dưỡng cho thuê', 'Khách sạn', 'Căn hộ nghỉ mát']"
Gia Lai,Trang Trại & Ẩm Thực Hươu Sao,4.3,,"314 Đường Lê Thánh Tôn, P. Ia King, Pleiku, Gia Lai, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOd6vo3I0zD4bw5KgXSheOdEE5e6270cGOSOOxF=w122-h92-k-no,['Nhà hàng']
Gia Lai,May Garden - Homestay Pleiku,4.7,,"Hẻm 466 Đường Lê Thánh Tôn, P. Hội Phú, Pleiku, Gia Lai 60000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNbUHq0iLysDWQeCJfvbO8f0PFsR-afvBCywDIB=w122-h92-k-no,['Cư trú ở trang trại']
Hà Giang,Nà Thác Palms,4.5,,"Thôn Nà Thác, Phương Độ, Hà Giang, 310000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMTcuSfwyxpLVqcNpyUwzDKUfa0ngYlxcOsoCzN=w184-h92-k-no,['Điểm thu hút khách du lịch']
Hà Giang,Hà Giang cột mốc số 0,4.7,,"P. Nguyễn Trãi, Tp. Hà Giang, Hà Giang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipP-U2LzKcCGIOVVtoQ99RXcMadrHKpByMQ4HURZ=w163-h92-k-no,['Điểm thu hút khách du lịch']
Hà Nam,Núi Cấm - Ngũ Động,4.3,,"HV86+CHV, QL21A,, Quyển Sơn, Kim Bảng, Hà Nam 400000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipP95xKd-st3cHsMSijskNAJW9X-HK1thQv990Mb=w122-h92-k-no,['Điểm thu hút khách du lịch']
Hà Nam,Khu đô thị Sun Hà Nam,4.2,,"Lê Công Thanh, Lam Hung, Phủ Lý, Hà Nam 400000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipP4kZgV4UJ_FLTyB4v2fw9cg4xXiYsTInRM-YYc=w163-h92-k-no,['Công ty kinh doanh bất động sản']
Hà Nam,Nhà Thờ Giáo Xứ Phủ Lý,4.4,,"GWV8+H49, Biên Hòa, Minh Khai, Phủ Lý, Hà Nam 400000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPMmOCthQiqRSuZm0KM_hNvA0jf3Vv7xPfvWAFm=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Nhà thờ chính tòa Công giáo', 'Điểm đến tôn giáo', 'Cơ sở tôn giáo', 'Nhà thờ Công giáo']"
Hà Nam,Đền Trúc | Ngũ Động Thi Sơn,4.5,,"HV86+CHV, Quyển Sơn, Kim Bảng, Hà Nam 400000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMi425B1lb4jF-Oqz6LPXcy1okJQEhVClxsDTmC=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Địa điểm hành hương', 'Điểm đến tôn giáo', 'Nơi thờ cúng']"
Hà Nam,Khu du lịch quốc gia Tam Chúc,4.3,"Ngôi chùa trang nghiêm nằm ven hồ. Quần thể chùa rộng lớn ven hồ, có những bức tượng Phật đồ sộ và điểm ngắm cảnh trong khu rừng xung quanh.","Ba Sao, Kim Bảng, Hà Nam 400000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOEGm6PmLub-eh_OdxkfXGKOt7k-Qyhc6Gdo-YR=w122-h92-k-no,"['Thắng cảnh', 'Địa điểm hành hương', 'Nơi thờ cúng', 'Chùa phật giáo', 'Điểm thu hút khách du lịch']"
Hà Nam,Khu du lịch Ao Dong - Hang Luồn,4.1,,"GVR5+43C, Thanh Sơn, Kim Bảng, Hà Nam, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOCINA3HI2oZLx4AH-RBmgO8ASY-j6u4BB5SEsR=w122-h92-k-no,['Khu vực đi bộ']
Hà Nam,Meliá Vinpearl Phu Ly,4.9,"Khách sạn cao cấp nhìn ra thành phố và có khu spa. Khách sạn cao cấp có 2 quầy bar, nhà hàng, bể bơi, khu spa và phòng ốc thoáng mát. Một số phòng nhìn ra thành phố.","60 Biên Hòa, Minh Khai, Phủ Lý, Hà Nam, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMg2jJj_wO-tncr_4t6xsOTT10gfOpZ0knB1qQ6=w138-h92-k-no,['Khách sạn']
Hà Nam,Chùa Long Đọi,4.6,,"Đọi Sơn, Duy Tiên, Hà Nam, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOrb7mr54Ql_usNCnqv6QrZ0keuSd_KeFJuwU_X=w80-h106-k-no,['Chùa phật giáo']
Hà Nam,Khách sạn Mường Thanh Luxury Hà Nam,4.4,"Khách sạn cao cấp có spa và bể bơi. Phòng ốc thư giãn trong khách sạn sang trọng có 2 nhà hàng, spa và bể bơi ngoài trời.","Lê Hoàn, Hai Bà Trưng, Phủ Lý, Hà Nam, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipN-fThKIQXO5691ojz--VynZTEjcKmcdH6AOJUj=w143-h92-k-no,['Khách sạn']
Hà Nam,Chùa Bầu,4.5,,"GWQ7+3WM, Hai Bà Trưng, Phủ Lý, Hà Nam, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipO4eppeRi4InpaP0V7jpTG9SqfGuuYUCG9m1Rth=w163-h92-k-no,['Chùa phật giáo']
Hà Nam,Chùa Địa Tạng Phi Lai,4.7,"Quần thể chùa có rừng thông phía sau. Ngôi chùa yên tĩnh nằm trên những con dốc phủ kín cây thông, có nhiều tượng, vườn cây và lối đi uốn lượn.","CXW2+3PQ, Liêm Sơn, Thanh Liêm, Hà Nam, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMrUVHuM_Aisev7uBEVIvLJK48DV4DkBwO9WgK_=w120-h92-k-no,"['Điểm thu hút khách du lịch', 'Chùa phật giáo']"
Hà Nam,Khu du lịch Quốc Gia Tam Chúc,4.1,,"HR76+P7M, Chùa, Tam Chúc, Kim Bảng, Hà Nam, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMpEJKFFUbo6H0p9OSs7s5UpFb99msTFDbVMDhj=w122-h92-k-no,['Chùa phật giáo']
Hà Nội,Nhà hát Lớn Hà Nội,4.6,"Nhà hát lớn biểu diễn nhạc cổ điển xây năm 1911. Nhà hát lộng lẫy này khánh thành từ năm 1911 và là nơi tổ chức biểu diễn nghệ thuật, trình diễn nhạc cổ điển, khiêu vũ và opera.","1 Tràng Tiền, Phan Chu Trinh, Hoàn Kiếm, Hà Nội, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMgz8ToCUm7tEeGBDpLn_qe6ZUQePbJ-lU8vBm2=w138-h92-k-no,"['Điểm thu hút khách du lịch', 'Nhà hát nghệ thuật biểu diễn', 'Nhà hát Opera']"
Hà Nội,Vườn hoa Lý Thái Tổ,4.5,,"P. Đinh Tiên Hoàng, Tràng Tiền, Hoàn Kiếm, Hà Nội, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPf5R928dbRVu5mRsAFI38qA4FGZ9EqCDtPe4f4=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Vườn', 'Công viên']"
Hà Nội,Cột cờ Hà Nội,4.5,Cột cờ mang ý nghĩa lịch sử to lớn. Công trình di tích lịch sử chiến tranh gồm tháp đá và lá cờ Việt Nam trong bảo tàng quân đội.,"28A Điện Biên Phủ, Điện Biên, Ba Đình, Hà Nội, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipN8nlqV-1Gzqjdq83c0JgiQz0Vt3dBTx8cKKub-=w137-h92-k-no,"['Điểm thu hút khách du lịch', 'Điểm mốc lịch sử']"
Hà Nội,LOTTE Hanoi Sky Đài Quan Sát LOTTE,4.4,Lối đi bộ trên tầng 65 nhìn ra Hà Nội. Đài quan sát có sàn kính và một số chỗ ngồi trên tầng 65 của một tòa cao ốc hiện đại.,"54 P. Liễu Giai, Ngọc Khánh, Ba Đình, Hà Nội 100000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMUUY7ajeLKb5f-llrupwhgLQZe1CsZAvQ1Flpl=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Sân ngắm cảnh']"
Hà Nội,Hoàng Thành Thăng Long,4.4,"Hoàng thành từ thế kỷ 11. Khu hoàng thành với các tòa nhà và tác phẩm điêu khắc có từ thế kỷ 11, gồm một tòa tháp và con rồng đá.","19c Hoàng Diệu, Điện Biên, Ba Đình, Hà Nội 100000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPxZYhAKrk7wwIxxnrZTl8IA9c9t8eU8fRIckdf=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Bảo tồn di sản', 'Điểm mốc lịch sử']"
Hà Nội,VinKE & Thủy Cung Vincom Times City,4.5,,"458 P. Minh Khai, Thanh Lương, Hai Bà Trưng, Hà Nội 100000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNP5qKZ6eU2AmH2akU7lT6-ktIj7V6PUN5AmDyz=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Công viên thủy cung']"
Hà Nội,Nhà Bát giác Hồ Gươm,4.5,,"P. Lê Thạch, Tràng Tiền, Hoàn Kiếm, Hà Nội, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOgbRFQmpM8GJS_xDBK9BOE_xzoOudi8NiwmCIN=w163-h92-k-no,"['Điểm thu hút khách du lịch', 'Câu lạc bộ thể thao']"
Hà Nội,Công viên Thống Nhất,4.3,"Nơi tập thể dục và công viên xanh mát, nhộn nhịp. Công viên thành phố thoáng mát, nhộn nhịp, rợp bóng cây cao, có hồ nước lớn, lối đi tập thể dục và quán cà phê.","354A Đ. Lê Duẩn, Phương Liên, Đống Đa, Hà Nội, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNWBiaK-SinWoZeN39RmwxiAIAeiWCpo-Qm_KKf=w122-h92-k-no,"['Công viên thành phố', 'Công viên']"
Hà Nội,Vườn Thú Hà Nội,4.1,"Vườn thú thành phố có hồ và lối đi bộ. Vườn thú nhỏ trong thành phố có nhiều loài động vật, trò chơi giải trí, dịch vụ chèo thuyền và lối đi bộ.","Đ. Bưởi, Thủ Lệ, Ba Đình, Hà Nội 100000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMv42ALYM2LmpD0DWoZp3XJWSwCoq4aK5JBcuM=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Công viên', 'Vườn bách thú']"
Hà Nội,Công Viên Gandhi Hồ Thành Công.,4.2,,"P. Huỳnh Thúc Kháng, Thành Công, Ba Đình, Hà Nội, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMFYvw8QpFHXiP5-kPfR0X-0RcQsKBcgLAnNI_a=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Trang trại', 'Dự án nhà', 'Công viên']"
Hà Nội,Chùa Một Cột,4.3,"Ngôi chùa thờ Phật cổ xưa được xây lại. Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.","P. Chùa Một Cột, Đội Cấn, Ba Đình, Hà Nội 100000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMVbqgqmdHOzigOm7MoB1zy-STXs5-V1D-MHl9H=w138-h92-k-no,"['Điểm thu hút khách du lịch', 'Chùa', 'Điểm đến tôn giáo', 'Chùa phật giáo']"
Hà Nội,Điểm Tham Quan Du Lịch,4.6,,"444 Đ. Hoàng Hoa Thám, Thuỵ Khuê, Tây Hồ, Hà Nội 100000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOCYqDRTEOVGT7eLYZz9W8wKxykLIClizPgaO1R=w163-h92-k-no,"['Điểm thu hút khách du lịch', 'Đại lý du lịch tham quan', 'Trung tâm thông tin du lịch']"
Hà Tĩnh,CGV Vincom Hà Tĩnh,4.3,,"Tầng 3, Trung tâm Thương mại Vincom Plaza, Hà Huy Tập, Hà Tĩnh, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNwAK564_txb5HEfBHsPA1gnc-yIYRfsnACXkB7=w163-h92-k-no,['Rạp chiếu phim']
Hà Tĩnh,Công Ty TNHH Hello Trip Việt Nam,4.5,,"ngõ 10 Nguyễn Hữu Thái, P, Hà Tĩnh, 45000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPwL8BRIsoSVXu0NbVrazcfdAkIAMX7kcWuJfMZ=w147-h92-k-no,['Đại lý du lịch']
Hà Tĩnh,Khu vui chơi giải trí,5,,"FV2R+RVM, TDP Xuân Khánh - TT, Thạch Châu, Lộc Hà, Hà Tĩnh, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPTfUX7s3i3cVUAysVUxju7iiDZPi-NEdWmpR_C=w163-h92-k-no,['Công viên']
Hà Tĩnh,Công Viên Hồ Bồng Sơn,4,,"8WH5+W65, Nam Hà, Hà Tĩnh, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNHmYds2w67MLoLvvdBokXAPv2XSEERd1TMs9qH=w133-h92-k-no,['Công viên']
Hải Phòng,Phố đi bộ Hải Phòng,4.4,,"Phố P. Tam Bạc, Phạm Hồng Thái, Lê Chân, Hải Phòng, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipO8mglPjuXovcwnvqtEDmxL5igeZ46LcIOub5YF=w138-h92-k-no,['Điểm thu hút khách du lịch']
Hải Phòng,Khu vui chơi giải trí Hải Phòng,4.4,,"RMWV+CP3, Lạch Tray, Ngô Quyền, Hải Phòng, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOUUev7ne7qMQSE7rQQ7nSY1WYUAP3OfD7w0ckw=w122-h92-k-no,['Trung tâm vui chơi giải trí']
Hòa Bình,Quảng Trường Hòa Bình,4.4,,"R87X+37M, Chi Lăng, Dân Chủ, Hòa Bình, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipO3BvYr5CaoKzkUu_jFGSnHBWvYTXbXwmST7y9h=w122-h92-k-no,['Công viên thành phố']
Hòa Bình,Khu Vui Chơi Tuệ Minh TM KIDS,3.8,,"R973+C9V, Quỳnh Lâm, Hòa Bình, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMKhZBDZKQJSW9a8nH6-cMdStRMqOqiYjUtVwXo=w122-h92-k-no,['Trung tâm vui chơi dành cho trẻ em']
Hưng Yên,Du Lịch Phố Hiến,4.4,,"Đường Điện Biên 2, Hồng Châu, Hưng Yên, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipObh27-J1yc6dESh6ZReUYH-h4H6p9bFpTZNu6-=w122-h92-k-no,['Điểm thu hút khách du lịch']
